id,date,year_week,product_number,reporterhq_id,prod_category,specs,display_size,segment,sales_units,inventory_units
202242-20727,2022-10-22,202242,20727,15,Goku,55119,17.3,Gaming,73.0,60.0
202243-20727,2022-10-29,202243,20727,15,Goku,55119,17.3,Gaming,2.0,57.0
202244-20727,2022-11-05,202244,20727,15,Goku,55119,17.3,Gaming,13.0,37.0
202245-20727,2022-11-12,202245,20727,15,Goku,55119,17.3,Gaming,9.0,40.0
202246-20727,2022-11-19,202246,20727,15,Goku,55119,17.3,Gaming,10.0,69.0
202247-20727,2022-11-26,202247,20727,15,Goku,55119,17.3,Gaming,41.0,63.0
202248-20727,2022-12-03,202248,20727,15,Goku,55119,17.3,Gaming,0.0,
202249-20727,2022-12-10,202249,20727,15,Goku,55119,17.3,Gaming,32.0,93.0
202250-20727,2022-12-17,202250,20727,15,Goku,55119,17.3,Gaming,0.0,145.0
202251-20727,2022-12-24,202251,20727,15,Goku,55119,17.3,Gaming,52.0,94.0
202252-20727,2022-12-31,202252,20727,15,Goku,55119,17.3,Gaming,22.0,60.0
202301-20727,2023-01-07,202301,20727,15,Goku,55119,17.3,Gaming,0.0,61.0
202302-20727,2023-01-14,202302,20727,15,Goku,55119,17.3,Gaming,0.0,99.0
202303-20727,2023-01-21,202303,20727,15,Goku,55119,17.3,Gaming,71.0,50.0
202304-20727,2023-01-28,202304,20727,15,Goku,55119,17.3,Gaming,18.0,23.0
202305-20727,2023-02-04,202305,20727,15,Goku,55119,17.3,Gaming,7.0,12.0
202306-20727,2023-02-11,202306,20727,15,Goku,55119,17.3,Gaming,39.0,8.0
202307-20727,2023-02-18,202307,20727,15,Goku,55119,17.3,Gaming,41.0,10.0
202308-20727,2023-02-25,202308,20727,15,Goku,55119,17.3,Gaming,17.0,
202309-20727,2023-03-04,202309,20727,15,Goku,55119,17.3,Gaming,27.0,43.0
202310-20727,2023-03-11,202310,20727,15,Goku,55119,17.3,Gaming,35.0,44.0
202311-20727,2023-03-18,202311,20727,15,Goku,55119,17.3,Gaming,0.0,71.0
202312-20727,2023-03-25,202312,20727,15,Goku,55119,17.3,Gaming,3.0,140.0
202313-20727,2023-04-01,202313,20727,15,Goku,55119,17.3,Gaming,43.0,117.0
202314-20727,2023-04-08,202314,20727,15,Goku,55119,17.3,Gaming,24.0,82.0
202315-20727,2023-04-15,202315,20727,15,Goku,55119,17.3,Gaming,9.0,96.0
202316-20727,2023-04-22,202316,20727,15,Goku,55119,17.3,Gaming,0.0,140.0
202317-20727,2023-04-29,202317,20727,15,Goku,55119,17.3,Gaming,58.0,69.0
202318-20727,2023-05-06,202318,20727,15,Goku,55119,17.3,Gaming,19.0,40.0
202106-21714,2021-02-13,202106,21714,24,Arale,22241,13.3,Premium,12.0,48.0
202107-21714,2021-02-20,202107,21714,24,Arale,22241,13.3,Premium,32.0,49.0
202108-21714,2021-02-27,202108,21714,24,Arale,22241,13.3,Premium,31.0,42.0
202109-21714,2021-03-06,202109,21714,24,Arale,22241,13.3,Premium,18.0,62.0
202110-21714,2021-03-13,202110,21714,24,Arale,22241,13.3,Premium,25.0,42.0
202111-21714,2021-03-20,202111,21714,24,Arale,22241,13.3,Premium,12.0,48.0
202112-21714,2021-03-27,202112,21714,24,Arale,22241,13.3,Premium,14.0,83.0
202113-21714,2021-04-03,202113,21714,24,Arale,22241,13.3,Premium,27.0,61.0
202114-21714,2021-04-10,202114,21714,24,Arale,22241,13.3,Premium,13.0,77.0
202115-21714,2021-04-17,202115,21714,24,Arale,22241,13.3,Premium,21.0,63.0
202116-21714,2021-04-24,202116,21714,24,Arale,22241,13.3,Premium,33.0,58.0
202117-21714,2021-05-01,202117,21714,24,Arale,22241,13.3,Premium,49.0,89.0
202118-21714,2021-05-08,202118,21714,24,Arale,22241,13.3,Premium,37.0,173.0
202119-21714,2021-05-15,202119,21714,24,Arale,22241,13.3,Premium,74.0,120.0
202120-21714,2021-05-22,202120,21714,24,Arale,22241,13.3,Premium,47.0,70.0
202121-21714,2021-05-29,202121,21714,24,Arale,22241,13.3,Premium,16.0,63.0
202122-21714,2021-06-05,202122,21714,24,Arale,22241,13.3,Premium,12.0,93.0
202123-21714,2021-06-12,202123,21714,24,Arale,22241,13.3,Premium,30.0,65.0
202124-21714,2021-06-19,202124,21714,24,Arale,22241,13.3,Premium,18.0,56.0
202125-21714,2021-06-26,202125,21714,24,Arale,22241,13.3,Premium,14.0,81.0
202126-21714,2021-07-03,202126,21714,24,Arale,22241,13.3,Premium,24.0,64.0
202127-21714,2021-07-10,202127,21714,24,Arale,22241,13.3,Premium,12.0,86.0
202128-21714,2021-07-17,202128,21714,24,Arale,22241,13.3,Premium,38.0,99.0
202129-21714,2021-07-24,202129,21714,24,Arale,22241,13.3,Premium,43.0,52.0
202130-21714,2021-07-31,202130,21714,24,Arale,22241,13.3,Premium,39.0,38.0
202131-21714,2021-08-07,202131,21714,24,Arale,22241,13.3,Premium,22.0,47.0
202132-21714,2021-08-14,202132,21714,24,Arale,22241,13.3,Premium,36.0,85.0
202133-21714,2021-08-21,202133,21714,24,Arale,22241,13.3,Premium,26.0,67.0
202134-21714,2021-08-28,202134,21714,24,Arale,22241,13.3,Premium,12.0,88.0
202135-21714,2021-09-04,202135,21714,24,Arale,22241,13.3,Premium,18.0,78.0
202136-21714,2021-09-11,202136,21714,24,Arale,22241,13.3,Premium,63.0,69.0
202137-21714,2021-09-18,202137,21714,24,Arale,22241,13.3,Premium,38.0,48.0
202138-21714,2021-09-25,202138,21714,24,Arale,22241,13.3,Premium,24.0,47.0
202139-21714,2021-10-02,202139,21714,24,Arale,22241,13.3,Premium,26.0,75.0
202140-21714,2021-10-09,202140,21714,24,Arale,22241,13.3,Premium,30.0,47.0
202141-21714,2021-10-16,202141,21714,24,Arale,22241,13.3,Premium,40.0,31.0
202142-21714,2021-10-23,202142,21714,24,Arale,22241,13.3,Premium,19.0,35.0
202143-21714,2021-10-30,202143,21714,24,Arale,22241,13.3,Premium,34.0,38.0
202144-21714,2021-11-06,202144,21714,24,Arale,22241,13.3,Premium,24.0,63.0
202145-21714,2021-11-13,202145,21714,24,Arale,22241,13.3,Premium,15.0,81.0
202146-21714,2021-11-20,202146,21714,24,Arale,22241,13.3,Premium,22.0,71.0
202147-21714,2021-11-27,202147,21714,24,Arale,22241,13.3,Premium,34.0,41.0
202148-21714,2021-12-04,202148,21714,24,Arale,22241,13.3,Premium,18.0,36.0
202149-21714,2021-12-11,202149,21714,24,Arale,22241,13.3,Premium,12.0,53.0
202150-21714,2021-12-18,202150,21714,24,Arale,22241,13.3,Premium,12.0,63.0
202151-21714,2021-12-25,202151,21714,24,Arale,22241,13.3,Premium,16.0,87.0
202152-21714,2022-01-01,202152,21714,24,Arale,22241,13.3,Premium,33.0,55.0
202201-21714,2022-01-08,202201,21714,24,Arale,22241,13.3,Premium,21.0,56.0
202202-21714,2022-01-15,202202,21714,24,Arale,22241,13.3,Premium,12.0,85.0
202203-21714,2022-01-22,202203,21714,24,Arale,22241,13.3,Premium,39.0,44.0
202204-21714,2022-01-29,202204,21714,24,Arale,22241,13.3,Premium,22.0,29.0
202205-21714,2022-02-05,202205,21714,24,Arale,22241,13.3,Premium,24.0,33.0
202206-21714,2022-02-12,202206,21714,24,Arale,22241,13.3,Premium,22.0,56.0
202207-21714,2022-02-19,202207,21714,24,Arale,22241,13.3,Premium,40.0,27.0
202208-21714,2022-02-26,202208,21714,24,Arale,22241,13.3,Premium,40.0,15.0
202209-21714,2022-03-05,202209,21714,24,Arale,22241,13.3,Premium,16.0,11.0
202210-21714,2022-03-12,202210,21714,24,Arale,22241,13.3,Premium,12.0,14.0
202211-21714,2022-03-19,202211,21714,24,Arale,22241,13.3,Premium,12.0,27.0
202212-21714,2022-03-26,202212,21714,24,Arale,22241,13.3,Premium,29.0,15.0
202213-21714,2022-04-02,202213,21714,24,Arale,22241,13.3,Premium,61.0,13.0
202214-21714,2022-04-09,202214,21714,24,Arale,22241,13.3,Premium,12.0,19.0
202215-21714,2022-04-16,202215,21714,24,Arale,22241,13.3,Premium,22.0,29.0
202216-21714,2022-04-23,202216,21714,24,Arale,22241,13.3,Premium,12.0,56.0
202217-21714,2022-04-30,202217,21714,24,Arale,22241,13.3,Premium,59.0,117.0
202218-21714,2022-05-07,202218,21714,24,Arale,22241,13.3,Premium,55.0,86.0
202219-21714,2022-05-14,202219,21714,24,Arale,22241,13.3,Premium,77.0,105.0
202220-21714,2022-05-21,202220,21714,24,Arale,22241,13.3,Premium,138.0,61.0
202221-21714,2022-05-28,202221,21714,24,Arale,22241,13.3,Premium,111.0,38.0
202222-21714,2022-06-04,202222,21714,24,Arale,22241,13.3,Premium,85.0,38.0
202223-21714,2022-06-11,202223,21714,24,Arale,22241,13.3,Premium,121.0,61.0
202224-21714,2022-06-18,202224,21714,24,Arale,22241,13.3,Premium,78.0,33.0
202225-21714,2022-06-25,202225,21714,24,Arale,22241,13.3,Premium,75.0,24.0
202226-21714,2022-07-02,202226,21714,24,Arale,22241,13.3,Premium,25.0,31.0
202227-21714,2022-07-09,202227,21714,24,Arale,22241,13.3,Premium,38.0,40.0
202228-21714,2022-07-16,202228,21714,24,Arale,22241,13.3,Premium,107.0,74.0
202229-21714,2022-07-23,202229,21714,24,Arale,22241,13.3,Premium,29.0,57.0
202230-21714,2022-07-30,202230,21714,24,Arale,22241,13.3,Premium,12.0,57.0
202231-21714,2022-08-06,202231,21714,24,Arale,22241,13.3,Premium,18.0,91.0
202232-21714,2022-08-13,202232,21714,24,Arale,22241,13.3,Premium,44.0,43.0
202233-21714,2022-08-20,202233,21714,24,Arale,22241,13.3,Premium,40.0,21.0
202234-21714,2022-08-27,202234,21714,24,Arale,22241,13.3,Premium,17.0,13.0
202235-21714,2022-09-03,202235,21714,24,Arale,22241,13.3,Premium,14.0,14.0
202236-21714,2022-09-10,202236,21714,24,Arale,22241,13.3,Premium,21.0,24.0
202237-21714,2022-09-17,202237,21714,24,Arale,22241,13.3,Premium,13.0,50.0
202238-21714,2022-09-24,202238,21714,24,Arale,22241,13.3,Premium,16.0,62.0
202239-21714,2022-10-01,202239,21714,24,Arale,22241,13.3,Premium,23.0,111.0
202240-21714,2022-10-08,202240,21714,24,Arale,22241,13.3,Premium,28.0,87.0
202241-21714,2022-10-15,202241,21714,24,Arale,22241,13.3,Premium,12.0,116.0
202242-21714,2022-10-22,202242,21714,24,Arale,22241,13.3,Premium,46.0,85.0
202243-21714,2022-10-29,202243,21714,24,Arale,22241,13.3,Premium,28.0,104.0
202244-21714,2022-11-05,202244,21714,24,Arale,22241,13.3,Premium,18.0,104.0
202245-21714,2022-11-12,202245,21714,24,Arale,22241,13.3,Premium,41.0,69.0
202246-21714,2022-11-19,202246,21714,24,Arale,22241,13.3,Premium,27.0,48.0
202247-21714,2022-11-26,202247,21714,24,Arale,22241,13.3,Premium,19.0,55.0
202248-21714,2022-12-03,202248,21714,24,Arale,22241,13.3,Premium,12.0,60.0
202249-21714,2022-12-10,202249,21714,24,Arale,22241,13.3,Premium,22.0,44.0
202250-21714,2022-12-17,202250,21714,24,Arale,22241,13.3,Premium,17.0,53.0
202251-21714,2022-12-24,202251,21714,24,Arale,22241,13.3,Premium,,48.0
202252-21714,2022-12-31,202252,21714,24,Arale,22241,13.3,Premium,12.0,
202301-21714,2023-01-07,202301,21714,24,Arale,22241,13.3,Premium,12.0,83.0
202302-21714,2023-01-14,202302,21714,24,Arale,22241,13.3,Premium,33.0,165.0
202303-21714,2023-01-21,202303,21714,24,Arale,22241,13.3,Premium,32.0,136.0
202304-21714,2023-01-28,202304,21714,24,Arale,22241,13.3,Premium,52.0,78.0
202305-21714,2023-02-04,202305,21714,24,Arale,22241,13.3,Premium,35.0,66.0
202306-21714,2023-02-11,202306,21714,24,Arale,22241,13.3,Premium,25.0,46.0
202307-21714,2023-02-18,202307,21714,24,Arale,22241,13.3,Premium,21.0,32.0
202308-21714,2023-02-25,202308,21714,24,Arale,22241,13.3,Premium,12.0,38.0
202309-21714,2023-03-04,202309,21714,24,Arale,22241,13.3,Premium,12.0,67.0
202310-21714,2023-03-11,202310,21714,24,Arale,22241,13.3,Premium,15.0,126.0
202311-21714,2023-03-18,202311,21714,24,Arale,22241,13.3,Premium,39.0,85.0
202312-21714,2023-03-25,202312,21714,24,Arale,22241,13.3,Premium,0.0,95.0
202313-21714,2023-04-01,202313,21714,24,Arale,22241,13.3,Premium,39.0,
202314-21714,2023-04-08,202314,21714,24,Arale,22241,13.3,Premium,18.0,45.0
202315-21714,2023-04-15,202315,21714,24,Arale,22241,13.3,Premium,36.0,20.0
202316-21714,2023-04-22,202316,21714,24,Arale,22241,13.3,Premium,19.0,9.0
202317-21714,2023-04-29,202317,21714,24,Arale,22241,13.3,Premium,18.0,3.0
202318-21714,2023-05-06,202318,21714,24,Arale,22241,13.3,Premium,,1.0
202223-22701,2022-06-11,202223,22701,15,Doraemon,110238,15.6,Gaming,121.0,0.0
202224-22701,2022-06-18,202224,22701,15,Doraemon,110238,15.6,Gaming,0.0,4.0
202225-22701,2022-06-25,202225,22701,15,Doraemon,110238,15.6,Gaming,71.0,15.0
202226-22701,2022-07-02,202226,22701,15,Doraemon,110238,15.6,Gaming,0.0,35.0
202227-22701,2022-07-09,202227,22701,15,Doraemon,110238,15.6,Gaming,0.0,57.0
202228-22701,2022-07-16,202228,22701,15,Doraemon,110238,15.6,Gaming,13.0,37.0
202229-22701,2022-07-23,202229,22701,15,Doraemon,110238,15.6,Gaming,20.0,38.0
202230-22701,2022-07-30,202230,22701,15,Doraemon,110238,15.6,Gaming,0.0,63.0
202231-22701,2022-08-06,202231,22701,15,Doraemon,110238,15.6,Gaming,30.0,125.0
202232-22701,2022-08-13,202232,22701,15,Doraemon,110238,15.6,Gaming,51.0,225.0
202233-22701,2022-08-20,202233,22701,15,Doraemon,110238,15.6,Gaming,56.0,217.0
202234-22701,2022-08-27,202234,22701,15,Doraemon,110238,15.6,Gaming,40.0,157.0
202235-22701,2022-09-03,202235,22701,15,Doraemon,110238,15.6,Gaming,0.0,162.0
202236-22701,2022-09-10,202236,22701,15,Doraemon,110238,15.6,Gaming,55.0,79.0
202237-22701,2022-09-17,202237,22701,15,Doraemon,110238,15.6,Gaming,24.0,43.0
202238-22701,2022-09-24,202238,22701,15,Doraemon,110238,15.6,Gaming,31.0,34.0
202239-22701,2022-10-01,202239,22701,15,Doraemon,110238,15.6,Gaming,0.0,45.0
202240-22701,2022-10-08,202240,22701,15,Doraemon,110238,15.6,Gaming,43.0,85.0
202241-22701,2022-10-15,202241,22701,15,Doraemon,110238,15.6,Gaming,18.0,57.0
202242-22701,2022-10-22,202242,22701,15,Doraemon,110238,15.6,Gaming,70.0,26.0
202243-22701,2022-10-29,202243,22701,15,Doraemon,110238,15.6,Gaming,,12.0
202244-22701,2022-11-05,202244,22701,15,Doraemon,110238,15.6,Gaming,4.0,6.0
202245-22701,2022-11-12,202245,22701,15,Doraemon,110238,15.6,Gaming,10.0,5.0
202246-22701,2022-11-19,202246,22701,15,Doraemon,110238,15.6,Gaming,0.0,9.0
202247-22701,2022-11-26,202247,22701,15,Doraemon,110238,15.6,Gaming,0.0,20.0
202248-22701,2022-12-03,202248,22701,15,Doraemon,110238,15.6,Gaming,86.0,26.0
202249-22701,2022-12-10,202249,22701,15,Doraemon,110238,15.6,Gaming,0.0,28.0
202250-22701,2022-12-17,202250,22701,15,Doraemon,110238,15.6,Gaming,7.0,46.0
202251-22701,2022-12-24,202251,22701,15,Doraemon,110238,15.6,Gaming,0.0,55.0
202252-22701,2022-12-31,202252,22701,15,Doraemon,110238,15.6,Gaming,30.0,34.0
202301-22701,2023-01-07,202301,22701,15,Doraemon,110238,15.6,Gaming,0.0,34.0
202302-22701,2023-01-14,202302,22701,15,Doraemon,110238,15.6,Gaming,10.0,41.0
202303-22701,2023-01-21,202303,22701,15,Doraemon,110238,15.6,Gaming,0.0,73.0
202304-22701,2023-01-28,202304,22701,15,Doraemon,110238,15.6,Gaming,22.0,39.0
202305-22701,2023-02-04,202305,22701,15,Doraemon,110238,15.6,Gaming,12.0,21.0
202306-22701,2023-02-11,202306,22701,15,Doraemon,110238,15.6,Gaming,2.0,17.0
202307-22701,2023-02-18,202307,22701,15,Doraemon,110238,15.6,Gaming,0.0,23.0
202308-22701,2023-02-25,202308,22701,15,Doraemon,110238,15.6,Gaming,31.0,44.0
202309-22701,2023-03-04,202309,22701,15,Doraemon,110238,15.6,Gaming,0.0,90.0
202310-22701,2023-03-11,202310,22701,15,Doraemon,110238,15.6,Gaming,35.0,60.0
202311-22701,2023-03-18,202311,22701,15,Doraemon,110238,15.6,Gaming,16.0,36.0
202312-22701,2023-03-25,202312,22701,15,Doraemon,110238,15.6,Gaming,30.0,34.0
202313-22701,2023-04-01,202313,22701,15,Doraemon,110238,15.6,Gaming,0.0,53.0
202314-22701,2023-04-08,202314,22701,15,Doraemon,110238,15.6,Gaming,26.0,51.0
202315-22701,2023-04-15,202315,22701,15,Doraemon,110238,15.6,Gaming,124.0,24.0
202316-22701,2023-04-22,202316,22701,15,Doraemon,110238,15.6,Gaming,32.0,11.0
202317-22701,2023-04-29,202317,22701,15,Doraemon,110238,15.6,Gaming,4.0,5.0
202318-22701,2023-05-06,202318,22701,15,Doraemon,110238,15.6,Gaming,1.0,3.0
202132-23688,2021-08-14,202132,23688,60,Clover,201136,15.6,Core,83.0,185.0
202133-23688,2021-08-21,202133,23688,60,Clover,201136,15.6,Core,72.0,107.0
202134-23688,2021-08-28,202134,23688,60,Clover,201136,15.6,Core,,94.0
202135-23688,2021-09-04,202135,23688,60,Clover,201136,15.6,Core,48.0,75.0
202136-23688,2021-09-11,202136,23688,60,Clover,201136,15.6,Core,87.0,58.0
202137-23688,2021-09-18,202137,23688,60,Clover,201136,15.6,Core,36.0,25.0
202138-23688,2021-09-25,202138,23688,60,Clover,201136,15.6,Core,11.0,10.0
202139-23688,2021-10-02,202139,23688,60,Clover,201136,15.6,Core,8.0,4.0
202140-23688,2021-10-09,202140,23688,60,Clover,201136,15.6,Core,4.0,2.0
202141-23688,2021-10-16,202141,23688,60,Clover,201136,15.6,Core,9.0,
202142-23688,2021-10-23,202142,23688,60,Clover,201136,15.6,Core,0.0,
202143-23688,2021-10-30,202143,23688,60,Clover,201136,15.6,Core,1.0,17.0
202144-23688,2021-11-06,202144,23688,60,Clover,201136,15.6,Core,1.0,34.0
202145-23688,2021-11-13,202145,23688,60,Clover,201136,15.6,Core,5.0,74.0
202146-23688,2021-11-20,202146,23688,60,Clover,201136,15.6,Core,0.0,108.0
202147-23688,2021-11-27,202147,23688,60,Clover,201136,15.6,Core,8.0,98.0
202148-23688,2021-12-04,202148,23688,60,Clover,201136,15.6,Core,0.0,146.0
202149-23688,2021-12-11,202149,23688,60,Clover,201136,15.6,Core,12.0,130.0
202150-23688,2021-12-18,202150,23688,60,Clover,201136,15.6,Core,19.0,101.0
202151-23688,2021-12-25,202151,23688,60,Clover,201136,15.6,Core,1.0,132.0
202152-23688,2022-01-01,202152,23688,60,Clover,201136,15.6,Core,37.0,76.0
202201-23688,2022-01-08,202201,23688,60,Clover,201136,15.6,Core,8.0,66.0
202202-23688,2022-01-15,202202,23688,60,Clover,201136,15.6,Core,2.0,
202204-23688,2022-01-29,202204,23688,60,Clover,201136,15.6,Core,0.0,182.0
202205-23688,2022-02-05,202205,23688,60,Clover,201136,15.6,Core,32.0,135.0
202206-23688,2022-02-12,202206,23688,60,Clover,201136,15.6,Core,38.0,78.0
202207-23688,2022-02-19,202207,23688,60,Clover,201136,15.6,Core,27.0,38.0
202208-23688,2022-02-26,202208,23688,60,Clover,201136,15.6,Core,10.0,22.0
202209-23688,2022-03-05,202209,23688,60,Clover,201136,15.6,Core,2.0,19.0
202210-23688,2022-03-12,202210,23688,60,Clover,201136,15.6,Core,1.0,29.0
202211-23688,2022-03-19,202211,23688,60,Clover,201136,15.6,Core,6.0,20.0
202212-23688,2022-03-26,202212,23688,60,Clover,201136,15.6,Core,1.0,25.0
202213-23688,2022-04-02,202213,23688,60,Clover,201136,15.6,Core,1.0,45.0
202215-23688,2022-04-16,202215,23688,60,Clover,201136,15.6,Core,10.0,31.0
202216-23688,2022-04-23,202216,23688,60,Clover,201136,15.6,Core,0.0,35.0
202217-23688,2022-04-30,202217,23688,60,Clover,201136,15.6,Core,0.0,35.0
202218-23688,2022-05-07,202218,23688,60,Clover,201136,15.6,Core,11.0,18.0
202219-23688,2022-05-14,202219,23688,60,Clover,201136,15.6,Core,4.0,13.0
202220-23688,2022-05-21,202220,23688,60,Clover,201136,15.6,Core,0.0,16.0
202221-23688,2022-05-28,202221,23688,60,Clover,201136,15.6,Core,0.0,31.0
202222-23688,2022-06-04,202222,23688,60,Clover,201136,15.6,Core,0.0,65.0
202224-23688,2022-06-18,202224,23688,60,Clover,201136,15.6,Core,0.0,138.0
202226-23688,2022-07-02,202226,23688,60,Clover,201136,15.6,Core,42.0,74.0
202227-23688,2022-07-09,202227,23688,60,Clover,201136,15.6,Core,104.0,54.0
202228-23688,2022-07-16,202228,23688,60,Clover,201136,15.6,Core,22.0,67.0
202229-23688,2022-07-23,202229,23688,60,Clover,201136,15.6,Core,8.0,76.0
202230-23688,2022-07-30,202230,23688,60,Clover,201136,15.6,Core,12.0,112.0
202231-23688,2022-08-06,202231,23688,60,Clover,201136,15.6,Core,7.0,125.0
202232-23688,2022-08-13,202232,23688,60,Clover,201136,15.6,Core,10.0,142.0
202233-23688,2022-08-20,202233,23688,60,Clover,201136,15.6,Core,19.0,129.0
202234-23688,2022-08-27,202234,23688,60,Clover,201136,15.6,Core,35.0,91.0
202235-23688,2022-09-03,202235,23688,60,Clover,201136,15.6,Core,3.0,107.0
202236-23688,2022-09-10,202236,23688,60,Clover,201136,15.6,Core,51.0,58.0
202237-23688,2022-09-17,202237,23688,60,Clover,201136,15.6,Core,15.0,45.0
202238-23688,2022-09-24,202238,23688,60,Clover,201136,15.6,Core,5.0,59.0
202239-23688,2022-10-01,202239,23688,60,Clover,201136,15.6,Core,3.0,109.0
202240-23688,2022-10-08,202240,23688,60,Clover,201136,15.6,Core,26.0,113.0
202241-23688,2022-10-15,202241,23688,60,Clover,201136,15.6,Core,47.0,57.0
202242-23688,2022-10-22,202242,23688,60,Clover,201136,15.6,Core,53.0,37.0
202243-23688,2022-10-29,202243,23688,60,Clover,201136,15.6,Core,10.0,38.0
202244-23688,2022-11-05,202244,23688,60,Clover,201136,15.6,Core,5.0,
202245-23688,2022-11-12,202245,23688,60,Clover,201136,15.6,Core,11.0,51.0
202246-23688,2022-11-19,202246,23688,60,Clover,201136,15.6,Core,16.0,29.0
202247-23688,2022-11-26,202247,23688,60,Clover,201136,15.6,Core,5.0,26.0
202248-23688,2022-12-03,202248,23688,60,Clover,201136,15.6,Core,10.0,17.0
202249-23688,2022-12-10,202249,23688,60,Clover,201136,15.6,Core,4.0,20.0
202250-23688,2022-12-17,202250,23688,60,Clover,201136,15.6,Core,3.0,22.0
202251-23688,2022-12-24,202251,23688,60,Clover,201136,15.6,Core,2.0,32.0
202252-23688,2022-12-31,202252,23688,60,Clover,201136,15.6,Core,1.0,62.0
202301-23688,2023-01-07,202301,23688,6,Clover,201136,15.6,Core,121.0,0.0
202301-23688,2023-01-07,202301,23688,60,Clover,201136,15.6,Core,3.0,99.0
202302-23688,2023-01-14,202302,23688,6,Clover,201136,15.6,Core,71.0,0.0
202302-23688,2023-01-14,202302,23688,60,Clover,201136,15.6,Core,26.0,70.0
202303-23688,2023-01-21,202303,23688,6,Clover,201136,15.6,Core,87.0,7.0
202303-23688,2023-01-21,202303,23688,60,Clover,201136,15.6,Core,27.0,38.0
202304-23688,2023-01-28,202304,23688,6,Clover,201136,15.6,Core,52.0,18.0
202304-23688,2023-01-28,202304,23688,60,Clover,201136,15.6,Core,42.0,28.0
202305-23688,2023-02-04,202305,23688,6,Clover,201136,15.6,Core,30.0,41.0
202305-23688,2023-02-04,202305,23688,60,Clover,201136,15.6,Core,21.0,36.0
202306-23688,2023-02-11,202306,23688,6,Clover,201136,15.6,Core,70.0,89.0
202306-23688,2023-02-11,202306,23688,60,Clover,201136,15.6,Core,70.0,65.0
202307-23688,2023-02-18,202307,23688,6,Clover,201136,15.6,Core,80.0,74.0
202307-23688,2023-02-18,202307,23688,60,Clover,201136,15.6,Core,27.0,49.0
202308-23688,2023-02-25,202308,23688,6,Clover,201136,15.6,Core,94.0,58.0
202308-23688,2023-02-25,202308,23688,60,Clover,201136,15.6,Core,6.0,62.0
202309-23688,2023-03-04,202309,23688,6,Clover,201136,15.6,Core,84.0,43.0
202309-23688,2023-03-04,202309,23688,60,Clover,201136,15.6,Core,4.0,60.0
202310-23688,2023-03-11,202310,23688,6,Clover,201136,15.6,Core,35.0,54.0
202310-23688,2023-03-11,202310,23688,60,Clover,201136,15.6,Core,8.0,53.0
202311-23688,2023-03-18,202311,23688,6,Clover,201136,15.6,Core,9.0,98.0
202311-23688,2023-03-18,202311,23688,60,Clover,201136,15.6,Core,6.0,48.0
202312-23688,2023-03-25,202312,23688,6,Clover,201136,15.6,Core,39.0,201.0
202312-23688,2023-03-25,202312,23688,60,Clover,201136,15.6,Core,3.0,71.0
202313-23688,2023-04-01,202313,23688,6,Clover,201136,15.6,Core,43.0,244.0
202313-23688,2023-04-01,202313,23688,60,Clover,201136,15.6,Core,8.0,90.0
202314-23688,2023-04-08,202314,23688,6,Clover,201136,15.6,Core,79.0,190.0
202314-23688,2023-04-08,202314,23688,60,Clover,201136,15.6,Core,33.0,46.0
202315-23688,2023-04-15,202315,23688,6,Clover,201136,15.6,Core,100.0,124.0
202315-23688,2023-04-15,202315,23688,60,Clover,201136,15.6,Core,15.0,30.0
202316-23688,2023-04-22,202316,23688,6,Clover,201136,15.6,Core,38.0,131.0
202316-23688,2023-04-22,202316,23688,60,Clover,201136,15.6,Core,75.0,32.0
202317-23688,2023-04-29,202317,23688,6,Clover,201136,15.6,Core,43.0,120.0
202317-23688,2023-04-29,202317,23688,60,Clover,201136,15.6,Core,35.0,23.0
202318-23688,2023-05-06,202318,23688,6,Clover,201136,15.6,Core,70.0,71.0
202318-23688,2023-05-06,202318,23688,60,Clover,201136,15.6,Core,51.0,28.0
202106-24675,2021-02-13,202106,24675,24,Conan,4835,13.3,Premium,12.0,30.0
202107-24675,2021-02-20,202107,24675,24,Conan,4835,13.3,Premium,12.0,55.0
202108-24675,2021-02-27,202108,24675,3,Conan,4835,13.3,Premium,41.0,81.0
202108-24675,2021-02-27,202108,24675,24,Conan,4835,13.3,Premium,12.0,112.0
202109-24675,2021-03-06,202109,24675,3,Conan,4835,13.3,Premium,72.0,37.0
202109-24675,2021-03-06,202109,24675,24,Conan,4835,13.3,Premium,12.0,115.0
202110-24675,2021-03-13,202110,24675,3,Conan,4835,13.3,Premium,47.0,17.0
202110-24675,2021-03-13,202110,24675,24,Conan,4835,13.3,Premium,61.0,57.0
202111-24675,2021-03-20,202111,24675,3,Conan,4835,13.3,Premium,35.0,9.0
202111-24675,2021-03-20,202111,24675,24,Conan,4835,13.3,Premium,44.0,34.0
202112-24675,2021-03-27,202112,24675,3,Conan,4835,13.3,Premium,31.0,7.0
202112-24675,2021-03-27,202112,24675,24,Conan,4835,13.3,Premium,13.0,32.0
202113-24675,2021-04-03,202113,24675,3,Conan,4835,13.3,Premium,63.0,13.0
202113-24675,2021-04-03,202113,24675,24,Conan,4835,13.3,Premium,33.0,50.0
202114-24675,2021-04-10,202114,24675,3,Conan,4835,13.3,Premium,44.0,19.0
202114-24675,2021-04-10,202114,24675,24,Conan,4835,13.3,Premium,44.0,98.0
202115-24675,2021-04-17,202115,24675,3,Conan,4835,13.3,Premium,30.0,39.0
