date,id,product_number,reporterhq_id,prod_category,segment,inventory_units,sales_units,inventory_detrended,sales_detrended,inventory_residuals,sales_residuals,inventory_units_cleansed,sales_units_cleansed
2022-12-24,202251-238854,238854,15,Goku,Core,41.0,49.0,50.171428571428606,57.48571428571432,-9.171428571428606,-8.485714285714323,41.0,49.0
2022-12-31,202252-238854,238854,15,Goku,Core,55.0,21.0,45.31428571428574,24.17142857142858,9.685714285714262,-3.1714285714285815,55.0,21.0
2023-01-07,202301-238854,238854,15,Goku,Core,36.0,12.0,43.800000000000026,8.400000000000002,-7.800000000000026,3.599999999999998,36.0,12.0
2023-01-14,202302-238854,238854,15,Goku,Core,40.0,0.0,34.342857142857156,2.2285714285714273,5.657142857142844,-2.2285714285714273,40.0,0.0
2023-01-21,202303-238854,238854,15,Goku,Core,32.0,5.0,35.34285714285716,8.600000000000005,-3.342857142857163,-3.600000000000005,32.0,5.0
2023-01-28,202304-238854,238854,15,Goku,Core,43.0,21.0,46.34285714285717,7.542857142857144,-3.34285714285717,13.457142857142856,43.0,21.0
2023-02-04,202305-238854,238854,15,Goku,Core,65.0,0.0,55.142857142857174,21.685714285714297,9.857142857142826,-21.685714285714297,65.0,0.0
2023-02-11,202306-238854,238854,15,Goku,Core,51.0,51.0,60.68571428571431,28.885714285714297,-9.685714285714312,22.114285714285703,51.0,51.0
2023-02-18,202307-238854,238854,15,Goku,Core,69.0,30.0,61.02857142857145,49.54285714285718,7.971428571428547,-19.54285714285718,69.0,30.0
2023-02-25,202308-238854,238854,15,Goku,Core,74.0,51.0,86.34285714285718,29.485714285714298,-12.342857142857184,21.514285714285702,74.0,51.0
2023-03-04,202309-238854,238854,15,Goku,Core,114.0,0.0,97.97142857142862,19.714285714285722,16.028571428571382,-19.714285714285722,114.0,0.0
2023-03-11,202310-238854,238854,15,Goku,Core,93.0,14.0,101.91428571428577,2.428571428571426,-8.914285714285768,11.571428571428573,93.0,14.0
2023-03-18,202311-238854,238854,15,Goku,Core,102.0,0.0,109.80000000000005,1.3714285714285697,-7.800000000000054,-1.3714285714285697,102.0,0.0
2023-03-25,202312-238854,238854,15,Goku,Core,128.0,0.0,108.11428571428577,11.400000000000006,19.88571428571423,-11.400000000000006,128.0,0.0
2023-04-01,202313-238854,238854,15,Goku,Core,67.0,40.0,79.08571428571433,17.285714285714292,-12.085714285714332,22.714285714285708,67.0,40.0
2023-04-08,202314-238854,238854,15,Goku,Core,47.0,13.0,51.371428571428595,40.68571428571431,-4.371428571428595,-27.68571428571431,47.0,13.0
2023-04-15,202315-238854,238854,15,Goku,Core,55.0,77.0,45.05714285714288,60.71428571428575,9.942857142857122,16.28571428571425,55.0,77.0
2023-04-22,202316-238854,238854,15,Goku,Core,27.0,67.0,31.800000000000015,58.60000000000004,-4.800000000000015,8.399999999999963,27.0,67.0
2023-04-29,202317-238854,238854,15,Goku,Core,15.0,8.0,15.771428571428578,27.45714285714287,-0.7714285714285776,-19.45714285714287,15.0,8.0
2023-05-06,202318-238854,238854,15,Goku,Core,15.0,23.0,12.857142857142863,9.457142857142859,2.142857142857137,13.542857142857141,15.0,23.0
2022-06-18,202224-239841,239841,15,Goku,Core,39.0,121.0,35.4285714285715,116.29999999999984,3.5714285714284983,4.700000000000159,39.0,121.0
2022-06-25,202225-239841,239841,15,Goku,Core,71.0,35.0,85.28571428571422,53.799999999999905,-14.28571428571422,-18.799999999999905,71.0,35.0
2022-07-02,202226-239841,239841,15,Goku,Core,134.0,72.0,112.57142857142864,43.800000000000026,21.42857142857136,28.199999999999974,134.0,72.0
2022-07-09,202227-239841,239841,15,Goku,Core,124.0,21.0,151.94285714285724,31.885714285714304,-27.942857142857235,-10.885714285714304,124.0,21.0
2022-07-16,202228-239841,239841,15,Goku,Core,187.0,0.0,161.2000000000001,-3.8571428571428683,25.799999999999898,3.8571428571428683,187.0,0.0
2022-07-23,202229-239841,239841,15,Goku,Core,143.0,0.0,148.74285714285722,12.685714285714287,-5.742857142857218,-12.685714285714287,143.0,0.0
2022-07-30,202230-239841,239841,15,Goku,Core,113.0,57.0,126.11428571428577,45.7714285714286,-13.11428571428577,11.2285714285714,113.0,57.0
2022-08-06,202231-239841,239841,15,Goku,Core,151.0,59.0,144.4000000000001,48.54285714285717,6.599999999999909,10.457142857142827,151.0,59.0
2022-08-13,202232-239841,239841,15,Goku,Core,158.0,25.0,150.62857142857152,58.42857142857146,7.371428571428481,-33.42857142857146,158.0,25.0
2022-08-20,202233-239841,239841,15,Goku,Core,112.0,96.0,118.00000000000006,56.31428571428575,-6.000000000000057,39.68571428571425,112.0,96.0
2022-08-27,202234-239841,239841,15,Goku,Core,77.0,23.0,76.40000000000003,47.42857142857146,0.5999999999999659,-24.42857142857146,77.0,23.0
2022-09-03,202235-239841,239841,15,Goku,Core,47.0,20.0,46.31428571428573,10.57142857142857,0.6857142857142691,9.42857142857143,47.0,20.0
2022-09-10,202236-239841,239841,15,Goku,Core,23.0,16.0,24.20000000000001,29.80000000000002,-1.20000000000001,-13.800000000000018,23.0,16.0
2022-09-17,202237-239841,239841,15,Goku,Core,14.0,50.0,13.571428571428577,27.2857142857143,0.4285714285714235,22.7142857142857,14.0,50.0
2022-09-24,202238-239841,239841,15,Goku,Core,15.0,0.0,15.000000000000004,16.457142857142866,-3.552713678800501e-15,-16.457142857142866,15.0,0.0
2022-10-01,202239-239841,239841,15,Goku,Core,26.0,9.0,24.285714285714292,9.600000000000003,1.7142857142857082,-0.6000000000000032,26.0,9.0
2022-10-08,202240-239841,239841,15,Goku,Core,47.0,28.0,49.4857142857143,16.428571428571438,-2.4857142857143018,11.571428571428562,47.0,28.0
2022-10-15,202241-239841,239841,15,Goku,Core,98.0,1.0,111.0285714285715,7.857142857142858,-13.028571428571496,-6.857142857142858,98.0,1.0
2022-10-22,202242-239841,239841,15,Goku,Core,170.0,7.0,138.97142857142865,15.14285714285715,31.028571428571354,-8.14285714285715,170.0,7.0
2022-10-29,202243-239841,239841,15,Goku,Core,102.0,45.0,127.80000000000007,30.685714285714305,-25.800000000000068,14.314285714285695,102.0,45.0
2022-11-05,202244-239841,239841,15,Goku,Core,95.0,19.0,80.51428571428576,21.571428571428584,14.485714285714238,-2.5714285714285836,95.0,19.0
2022-11-12,202245-239841,239841,15,Goku,Core,49.0,0.0,55.7714285714286,12.600000000000007,-6.771428571428601,-12.600000000000007,49.0,0.0
2022-11-19,202246-239841,239841,15,Goku,Core,33.0,29.0,34.71428571428573,12.114285714285721,-1.7142857142857295,16.88571428571428,33.0,29.0
2022-11-26,202247-239841,239841,15,Goku,Core,37.0,0.0,32.2857142857143,7.457142857142859,4.714285714285701,-7.457142857142859,37.0,0.0
2022-12-03,202248-239841,239841,15,Goku,Core,31.0,4.0,32.37142857142858,14.885714285714295,-1.3714285714285808,-10.885714285714295,31.0,4.0
2022-12-10,202249-239841,239841,15,Goku,Core,40.0,45.0,38.97142857142858,12.857142857142858,1.0285714285714178,32.14285714285714,40.0,45.0
2022-12-17,202250-239841,239841,15,Goku,Core,73.0,0.0,89.37142857142862,50.91428571428575,-16.371428571428623,-50.91428571428575,73.0,16.333333333333332
2022-12-24,202251-239841,239841,15,Goku,Core,151.0,121.0,124.17142857142865,75.91428571428575,26.82857142857135,45.085714285714246,151.0,121.0
2022-12-31,202252-239841,239841,15,Goku,Core,104.0,66.0,116.00000000000007,79.62857142857148,-12.000000000000071,-13.628571428571476,104.0,66.0
2023-01-07,202301-239841,239841,15,Goku,Core,75.0,19.0,78.2571428571429,18.057142857142857,-3.2571428571428953,0.9428571428571431,75.0,19.0
2023-01-14,202302-239841,239841,15,Goku,Core,67.0,5.0,61.42857142857146,23.514285714285723,5.571428571428541,-18.514285714285723,67.0,5.0
2023-01-21,202303-239841,239841,15,Goku,Core,45.0,60.0,51.7714285714286,28.885714285714304,-6.771428571428601,31.114285714285696,45.0,60.0
2023-01-28,202304-239841,239841,15,Goku,Core,39.0,4.0,19.457142857142863,28.94285714285716,19.542857142857137,-24.94285714285716,39.0,4.0
2023-02-04,202305-239841,239841,15,Goku,Core,0.0,20.0,41.65714285714288,-0.4000000000000088,-41.65714285714288,20.40000000000001,50.333333333333336,20.0
2023-02-11,202306-239841,239841,15,Goku,Core,107.0,0.0,64.05714285714289,26.142857142857153,42.94285714285711,-26.142857142857153,28.0,0.0
2023-02-18,202307-239841,239841,15,Goku,Core,53.0,74.0,70.82857142857148,53.00000000000003,-17.82857142857148,20.99999999999997,53.0,74.0
2023-02-25,202308-239841,239841,15,Goku,Core,32.0,67.0,30.714285714285722,74.71428571428577,1.2857142857142776,-7.714285714285765,32.0,67.0
2023-03-04,202309-239841,239841,15,Goku,Core,30.0,49.0,34.20000000000002,31.34285714285715,-4.200000000000017,17.65714285714285,30.0,49.0
2023-03-11,202310-239841,239841,15,Goku,Core,48.0,0.0,39.514285714285734,47.40000000000002,8.485714285714266,-47.40000000000002,48.0,0.0
2023-03-18,202311-239841,239841,15,Goku,Core,38.0,106.0,41.514285714285734,47.28571428571432,-3.5142857142857338,58.71428571428568,38.0,38.666666666666664
2023-03-25,202312-239841,239841,15,Goku,Core,51.0,0.0,58.885714285714315,33.34285714285716,-7.8857142857143145,-33.34285714285716,51.0,0.0
2023-04-01,202313-239841,239841,15,Goku,Core,97.0,0.0,84.74285714285719,2.314285714285708,12.25714285714281,-2.314285714285708,97.0,0.0
2023-04-08,202314-239841,239841,15,Goku,Core,94.0,35.0,101.80000000000005,18.885714285714297,-7.800000000000054,16.114285714285703,94.0,35.0
2023-04-15,202315-239841,239841,15,Goku,Core,103.0,7.0,94.08571428571433,17.45714285714287,8.914285714285668,-10.45714285714287,103.0,7.0
2023-04-22,202316-239841,239841,15,Goku,Core,94.0,6.0,113.37142857142864,-4.800000000000011,-19.371428571428638,10.800000000000011,94.0,6.0
2023-04-29,202317-239841,239841,15,Goku,Core,141.0,0.0,123.4285714285715,29.74285714285716,17.5714285714285,-29.74285714285716,141.0,0.0
2023-05-06,202318-239841,239841,15,Goku,Core,92.0,83.0,84.88571428571434,39.97142857142859,7.114285714285657,43.02857142857141,92.0,83.0
2022-06-18,202224-240828,240828,15,Conan,Premium,96.0,11.0,92.2285714285715,14.985714285714174,3.771428571428501,-3.985714285714174,96.0,11.0
2022-06-25,202225-240828,240828,15,Conan,Premium,153.0,25.0,168.08571428571418,9.05714285714295,-15.085714285714175,15.94285714285705,153.0,25.0
2022-07-02,202226-240828,240828,15,Conan,Premium,193.0,0.0,170.37142857142868,23.914285714285725,22.62857142857132,-23.914285714285725,193.0,0.0
2022-07-09,202227-240828,240828,15,Conan,Premium,107.0,57.0,120.11428571428578,35.40000000000002,-13.114285714285785,21.59999999999998,107.0,57.0
2022-07-16,202228-240828,240828,15,Conan,Premium,50.0,38.0,52.65714285714289,50.08571428571432,-2.657142857142887,-12.085714285714317,50.0,38.0
2022-07-23,202229-240828,240828,15,Conan,Premium,24.0,37.0,18.6,28.514285714285727,5.399999999999999,8.485714285714273,24.0,37.0
2022-07-30,202230-240828,240828,15,Conan,Premium,0.0,7.0,6.428571428571428,12.828571428571435,-6.428571428571428,-5.8285714285714345,0.0,7.0
2022-08-06,202231-240828,240828,15,Conan,Premium,12.0,0.0,6.942857142857143,-0.7714285714285745,5.057142857142857,0.7714285714285745,12.0,0.0
2022-08-13,202232-240828,240828,15,Conan,Premium,19.0,0.0,19.60000000000001,-0.6000000000000009,-0.6000000000000085,0.6000000000000009,19.0,0.0
2022-08-20,202233-240828,240828,15,Conan,Premium,39.0,0.0,49.02857142857146,-2.142857142857146,-10.02857142857146,2.142857142857146,39.0,0.0
2022-08-27,202234-240828,240828,15,Conan,Premium,83.0,0.0,64.57142857142861,1.457142857142852,18.428571428571388,-1.457142857142852,83.0,0.0
2022-09-03,202235-240828,240828,15,Conan,Premium,45.0,25.0,54.68571428571432,39.5714285714286,-9.685714285714319,-14.571428571428598,45.0,25.0
2022-09-10,202236-240828,240828,15,Conan,Premium,34.0,83.0,33.314285714285724,53.00000000000003,0.6857142857142762,29.99999999999997,34.0,83.0
2022-09-17,202237-240828,240828,15,Conan,Premium,46.0,12.0,52.08571428571431,31.628571428571448,-6.08571428571431,-19.628571428571448,46.0,12.0
2022-09-24,202238-240828,240828,15,Conan,Premium,85.0,0.0,71.45714285714288,-2.6571428571428664,13.542857142857116,2.6571428571428664,85.0,0.0
2022-10-01,202239-240828,240828,15,Conan,Premium,84.0,6.0,103.28571428571433,6.0,-19.285714285714334,0.0,84.0,6.0
2022-10-08,202240-240828,240828,15,Conan,Premium,134.0,20.0,110.25714285714292,22.742857142857158,23.742857142857076,-2.742857142857158,134.0,20.0
2022-10-15,202241-240828,240828,15,Conan,Premium,101.0,32.0,124.05714285714294,19.657142857142865,-23.057142857142935,12.342857142857135,101.0,32.0
2022-10-22,202242-240828,240828,15,Conan,Premium,128.0,0.0,107.00000000000006,18.171428571428585,20.999999999999943,-18.171428571428585,128.0,0.0
2022-10-29,202243-240828,240828,15,Conan,Premium,89.0,26.0,106.31428571428576,9.028571428571432,-17.31428571428576,16.971428571428568,89.0,26.0
2022-11-05,202244-240828,240828,15,Conan,Premium,103.0,0.0,94.77142857142863,10.457142857142863,8.228571428571371,-10.457142857142863,103.0,0.0
2022-11-12,202245-240828,240828,15,Conan,Premium,87.0,10.0,85.97142857142862,5.971428571428571,1.0285714285713823,4.028571428571429,87.0,10.0
2022-11-19,202246-240828,240828,15,Conan,Premium,54.0,22.0,55.20000000000003,30.57142857142859,-1.2000000000000313,-8.57142857142859,54.0,22.0
2022-11-26,202247-240828,240828,15,Conan,Premium,29.0,49.0,30.20000000000001,27.914285714285725,-1.20000000000001,21.085714285714275,29.0,49.0
2022-12-03,202248-240828,240828,15,Conan,Premium,23.0,4.0,22.74285714285715,30.05714285714287,0.2571428571428491,-26.05714285714287,23.0,4.0
2022-12-10,202249-240828,240828,15,Conan,Premium,33.0,46.0,36.17142857142859,29.80000000000002,-3.171428571428592,16.19999999999998,33.0,46.0
2022-12-17,202250-240828,240828,15,Conan,Premium,59.0,30.0,57.28571428571432,22.628571428571437,1.7142857142856798,7.371428571428563,59.0,30.0
2022-12-24,202251-240828,240828,15,Conan,Premium,64.0,0.0,57.657142857142894,33.942857142857164,6.342857142857106,-33.942857142857164,64.0,0.0
2022-12-31,202252-240828,240828,15,Conan,Premium,31.0,86.0,36.40000000000002,45.71428571428574,-5.40000000000002,40.28571428571426,31.0,86.0
2023-01-07,202301-240828,240828,15,Conan,Premium,17.0,22.0,18.028571428571436,40.771428571428594,-1.0285714285714356,-18.771428571428594,17.0,22.0
2023-01-14,202302-240828,240828,15,Conan,Premium,16.0,12.0,13.857142857142865,19.885714285714293,2.1428571428571352,-7.885714285714293,16.0,12.0
2023-01-21,202303-240828,240828,15,Conan,Premium,10.0,41.0,10.257142857142863,18.628571428571437,-0.25714285714286333,22.371428571428563,10.0,41.0
2023-01-28,202304-240828,240828,15,Conan,Premium,6.0,2.0,6.257142857142859,30.37142857142859,-0.2571428571428589,-28.37142857142859,6.0,2.0
2023-02-04,202305-240828,240828,15,Conan,Premium,8.0,49.0,7.742857142857144,22.514285714285727,0.25714285714285623,26.485714285714273,8.0,49.0
2023-02-11,202306-240828,240828,15,Conan,Premium,17.0,5.0,16.228571428571435,17.771428571428583,0.7714285714285651,-12.771428571428583,17.0,5.0
2023-02-18,202307-240828,240828,15,Conan,Premium,37.0,2.0,35.97142857142858,0.9714285714285644,1.0285714285714178,1.0285714285714356,37.0,2.0
2023-02-25,202308-240828,240828,15,Conan,Premium,81.0,23.0,94.37142857142862,24.628571428571437,-13.371428571428623,-1.628571428571437,81.0,23.0
2023-03-04,202309-240828,240828,15,Conan,Premium,174.0,63.0,160.97142857142867,69.08571428571433,13.028571428571325,-6.085714285714332,174.0,63.0
2023-03-11,202310-240828,240828,15,Conan,Premium,185.0,98.0,175.3142857142858,78.5428571428572,9.685714285714198,19.4571428571428,185.0,98.0
2023-03-18,202311-240828,240828,15,Conan,Premium,135.0,33.0,159.08571428571437,39.34285714285716,-24.085714285714374,-6.342857142857163,135.0,33.0
2023-03-25,202312-240828,240828,15,Conan,Premium,158.0,0.0,133.91428571428577,18.68571428571429,24.085714285714232,-18.68571428571429,158.0,0.0
2023-04-01,202313-240828,240828,15,Conan,Premium,107.0,57.0,120.97142857142863,29.571428571428584,-13.971428571428632,27.428571428571416,107.0,57.0
2023-04-08,202314-240828,240828,15,Conan,Premium,116.0,44.0,122.34285714285721,80.60000000000005,-6.342857142857213,-36.60000000000005,116.0,44.0
2023-04-15,202315-240828,240828,15,Conan,Premium,156.0,121.0,140.65714285714293,67.51428571428573,15.34285714285707,53.485714285714266,156.0,121.0
2023-04-22,202316-240828,240828,15,Conan,Premium,124.0,21.0,125.97142857142865,82.5428571428572,-1.9714285714286461,-61.5428571428572,124.0,21.0
2023-04-29,202317-240828,240828,15,Conan,Premium,96.0,101.0,92.65714285714289,45.45714285714288,3.342857142857113,55.54285714285712,96.0,101.0
2023-05-06,202318-240828,240828,15,Conan,Premium,125.0,0.0,161.68571428571437,26.914285714285725,-36.68571428571437,-26.914285714285725,125.33333333333333,0.0
2022-06-18,202224-241815,241815,15,Luffy,Core,2.0,0.0,1.8714285714285999,3.657142857142551,0.12857142857140014,-3.657142857142551,2.0,0.0
2022-06-25,202225-241815,241815,15,Luffy,Core,7.0,0.0,7.5142857142857,-14.62857142857135,-0.5142857142857,14.62857142857135,7.0,0.0
2022-07-02,202226-241815,241815,15,Luffy,Core,18.0,0.0,17.228571428571435,21.942857142857157,0.7714285714285651,-21.942857142857157,18.0,0.0
2022-07-09,202227-241815,241815,15,Luffy,Core,39.0,64.0,48.7714285714286,29.200000000000017,-9.7714285714286,34.79999999999998,39.0,64.0
2022-07-16,202228-241815,241815,15,Luffy,Core,83.0,0.0,65.08571428571432,27.257142857142874,17.914285714285683,-27.257142857142874,83.0,0.0
2022-07-23,202229-241815,241815,15,Luffy,Core,49.0,22.0,58.34285714285717,14.114285714285717,-9.34285714285717,7.885714285714283,49.0,22.0
2022-07-30,202230-241815,241815,15,Luffy,Core,45.0,26.0,45.6857142857143,20.171428571428585,-0.6857142857142975,5.828571428571415,45.0,26.0
2022-08-06,202231-241815,241815,15,Luffy,Core,70.0,0.0,79.77142857142861,2.7428571428571393,-9.771428571428615,-2.7428571428571393,70.0,0.0
2022-08-13,202232-241815,241815,15,Luffy,Core,115.0,0.0,92.62857142857149,10.62857142857143,22.37142857142851,-10.62857142857143,115.0,0.0
2022-08-20,202233-241815,241815,15,Luffy,Core,57.0,50.0,70.02857142857147,37.48571428571431,-13.028571428571468,12.514285714285691,57.0,50.0
2022-08-27,202234-241815,241815,15,Luffy,Core,34.0,50.0,32.80000000000001,57.200000000000045,1.1999999999999886,-7.2000000000000455,34.0,50.0
2022-09-03,202235-241815,241815,15,Luffy,Core,32.0,46.0,32.600000000000016,32.20000000000002,-0.6000000000000156,13.799999999999983,32.0,46.0
2022-09-10,202236-241815,241815,15,Luffy,Core,51.0,0.0,52.971428571428596,23.485714285714298,-1.9714285714285964,-23.485714285714298,51.0,0.0
2022-09-17,202237-241815,241815,15,Luffy,Core,84.0,35.0,76.62857142857146,13.057142857142862,7.371428571428538,21.942857142857136,84.0,35.0
2022-09-24,202238-241815,241815,15,Luffy,Core,101.0,0.0,117.20000000000007,9.942857142857147,-16.200000000000074,-9.942857142857147,101.0,0.0
2022-10-01,202239-241815,241815,15,Luffy,Core,158.0,0.0,132.37142857142865,3.5999999999999996,25.628571428571348,-3.5999999999999996,158.0,0.0
2022-10-08,202240-241815,241815,15,Luffy,Core,122.0,24.0,147.45714285714294,16.971428571428582,-25.45714285714294,7.028571428571418,122.0,24.0
2022-10-15,202241-241815,241815,15,Luffy,Core,159.0,19.0,135.85714285714292,13.85714285714286,23.142857142857082,5.142857142857141,159.0,19.0
2022-10-22,202242-241815,241815,15,Luffy,Core,138.0,14.0,155.05714285714294,42.457142857142884,-17.057142857142935,-28.457142857142884,138.0,14.0
2022-10-29,202243-241815,241815,15,Luffy,Core,198.0,98.0,200.65714285714296,55.828571428571465,-2.657142857142958,42.171428571428535,198.0,98.0
2022-11-05,202244-241815,241815,15,Luffy,Core,279.0,28.0,271.28571428571445,58.000000000000036,7.714285714285552,-30.000000000000036,279.0,28.0
2022-11-12,202245-241815,241815,15,Luffy,Core,290.0,53.0,282.37142857142874,49.22857142857145,7.628571428571263,3.771428571428551,290.0,53.0
2022-11-19,202246-241815,241815,15,Luffy,Core,230.0,72.0,238.91428571428585,57.94285714285718,-8.914285714285853,14.057142857142821,230.0,72.0
2022-11-26,202247-241815,241815,15,Luffy,Core,187.0,28.0,188.2000000000001,39.31428571428573,-1.2000000000001023,-11.314285714285731,187.0,28.0
2022-12-03,202248-241815,241815,15,Luffy,Core,145.0,28.0,136.08571428571435,25.771428571428576,8.914285714285654,2.228571428571424,145.0,28.0
2022-12-10,202249-241815,241815,15,Luffy,Core,74.0,47.0,81.54285714285719,58.314285714285745,-7.542857142857187,-11.314285714285745,74.0,47.0
2022-12-17,202250-241815,241815,15,Luffy,Core,48.0,86.0,50.65714285714288,57.20000000000003,-2.6571428571428797,28.79999999999997,48.0,86.0
2022-12-24,202251-241815,241815,15,Luffy,Core,53.0,14.0,48.371428571428595,36.02857142857144,4.628571428571405,-22.02857142857144,53.0,14.0
2022-12-31,202252-241815,241815,15,Luffy,Core,44.0,36.0,42.71428571428574,43.8857142857143,1.2857142857142634,-7.8857142857143,44.0,36.0
2023-01-07,202301-241815,241815,15,Luffy,Core,30.0,100.0,31.71428571428573,75.74285714285719,-1.7142857142857295,24.25714285714281,30.0,100.0
2023-01-14,202302-241815,241815,15,Luffy,Core,35.0,62.0,35.60000000000001,82.22857142857148,-0.6000000000000085,-20.228571428571485,35.0,62.0
2023-01-21,202303-241815,241815,15,Luffy,Core,63.0,61.0,62.14285714285717,42.31428571428573,0.8571428571428328,18.68571428571427,63.0,61.0
2023-01-28,202304-241815,241815,15,Luffy,Core,111.0,0.0,123.4285714285715,7.885714285714281,-12.428571428571502,-7.885714285714281,111.0,0.0
2023-02-04,202305-241815,241815,15,Luffy,Core,186.0,0.0,158.9142857142858,23.400000000000013,27.085714285714204,-23.400000000000013,186.0,0.0
2023-02-11,202306-241815,241815,15,Luffy,Core,150.0,90.0,176.65714285714296,49.3714285714286,-26.657142857142958,40.6285714285714,150.0,90.0
2023-02-18,202307-241815,241815,15,Luffy,Core,181.0,26.0,156.40000000000006,52.485714285714316,24.599999999999937,-26.485714285714316,181.0,26.0
2023-02-25,202308-241815,241815,15,Luffy,Core,146.0,38.0,175.3142857142858,33.11428571428573,-29.314285714285802,4.885714285714272,146.0,38.0
2023-03-04,202309-241815,241815,15,Luffy,Core,199.0,47.0,175.34285714285724,40.48571428571431,23.65714285714276,6.514285714285691,199.0,47.0
2023-03-11,202310-241815,241815,15,Luffy,Core,152.0,31.0,156.54285714285723,39.91428571428574,-4.54285714285723,-8.91428571428574,152.0,31.0
2023-03-18,202311-241815,241815,15,Luffy,Core,93.0,44.0,94.88571428571433,40.31428571428573,-1.8857142857143288,3.685714285714269,93.0,44.0
2023-03-25,202312-241815,241815,15,Luffy,Core,57.0,36.0,62.74285714285717,26.4857142857143,-5.742857142857169,9.514285714285698,57.0,36.0
2023-04-01,202313-241815,241815,15,Luffy,Core,57.0,0.0,48.7714285714286,22.02857142857144,8.2285714285714,-22.02857142857144,57.0,0.0
2023-04-08,202314-241815,241815,15,Luffy,Core,39.0,40.0,42.17142857142859,17.37142857142858,-3.171428571428592,22.62857142857142,39.0,40.0
2023-04-15,202315-241815,241815,15,Luffy,Core,45.0,3.0,43.71428571428572,15.171428571428581,1.2857142857142776,-12.171428571428581,45.0,3.0
2023-04-22,202316-241815,241815,15,Luffy,Core,80.0,0.0,91.82857142857148,-2.4000000000000044,-11.828571428571479,2.4000000000000044,80.0,0.0
2023-04-29,202317-241815,241815,15,Luffy,Core,164.0,0.0,156.11428571428536,1.5999999999999943,7.885714285714641,-1.5999999999999943,164.0,0.0
2023-05-06,202318-241815,241815,15,Luffy,Core,179.0,0.0,180.9714285714279,-0.40000000000009095,-1.9714285714279072,0.40000000000009095,179.0,0.0
2022-06-18,202224-242802,242802,15,Conan,Premium,2.0,0.0,2.142857142857139,6.1285714285709885,-0.1428571428571388,-6.1285714285709885,2.0,0.0
2022-06-25,202225-242802,242802,15,Conan,Premium,7.0,14.0,6.4285714285714315,-10.514285714285638,0.5714285714285685,24.514285714285638,7.0,14.0
2022-07-02,202226-242802,242802,15,Conan,Premium,17.0,12.0,17.857142857142865,48.7714285714286,-0.8571428571428648,-36.7714285714286,17.0,12.0
2022-07-09,202227-242802,242802,15,Conan,Premium,36.0,121.0,37.028571428571446,74.4571428571429,-1.0285714285714462,46.5428571428571,36.0,121.0
2022-07-16,202228-242802,242802,15,Conan,Premium,58.0,39.0,54.657142857142894,61.80000000000004,3.342857142857106,-22.80000000000004,58.0,39.0
2022-07-23,202229-242802,242802,15,Conan,Premium,65.0,7.0,67.31428571428575,5.1142857142857086,-2.314285714285745,1.8857142857142914,65.0,7.0
2022-07-30,202230-242802,242802,15,Conan,Premium,78.0,0.0,80.1428571428572,2.228571428571426,-2.1428571428571956,-2.228571428571426,78.0,0.0
2022-08-06,202231-242802,242802,15,Conan,Premium,91.0,15.0,86.71428571428578,11.742857142857147,4.285714285714221,3.2571428571428527,91.0,15.0
2022-08-13,202232-242802,242802,15,Conan,Premium,73.0,23.0,71.4571428571429,27.37142857142859,1.5428571428571018,-4.371428571428591,73.0,23.0
2022-08-20,202233-242802,242802,15,Conan,Premium,43.0,33.0,46.25714285714288,23.657142857142873,-3.257142857142881,9.342857142857127,43.0,33.0
2022-08-27,202234-242802,242802,15,Conan,Premium,38.0,3.0,43.74285714285716,4.54285714285714,-5.7428571428571615,-1.54285714285714,38.0,3.0
2022-09-03,202235-242802,242802,15,Conan,Premium,57.0,0.0,45.942857142857164,22.80000000000001,11.057142857142836,-22.80000000000001,57.0,0.0
2022-09-10,202236-242802,242802,15,Conan,Premium,32.0,73.0,38.34285714285716,36.74285714285717,-6.342857142857163,36.25714285714283,32.0,73.0
2022-09-17,202237-242802,242802,15,Conan,Premium,24.0,5.0,22.20000000000001,19.742857142857147,1.79999999999999,-14.742857142857147,24.0,5.0
2022-09-24,202238-242802,242802,15,Conan,Premium,20.0,2.0,23.685714285714297,23.68571428571429,-3.6857142857142975,-21.68571428571429,20.0,2.0
2022-10-01,202239-242802,242802,15,Conan,Premium,28.0,98.0,22.42857142857144,65.2571428571429,5.571428571428559,32.742857142857105,28.0,98.0
2022-10-08,202240-242802,242802,15,Conan,Premium,13.0,74.0,15.657142857142865,101.17142857142863,-2.6571428571428655,-27.171428571428635,13.0,74.0
2022-10-15,202241-242802,242802,15,Conan,Premium,5.0,93.0,5.514285714285716,57.60000000000002,-0.514285714285716,35.39999999999998,5.0,93.0
2022-10-22,202242-242802,242802,15,Conan,Premium,3.0,1.0,1.7142857142857142,41.80000000000001,1.2857142857142858,-40.80000000000001,3.0,1.0
2022-10-29,202243-242802,242802,15,Conan,Premium,0.0,57.0,1.114285714285714,35.14285714285716,-1.114285714285714,21.85714285714284,0.0,57.0
2022-11-05,202244-242802,242802,15,Conan,Premium,4.0,44.0,3.2285714285714286,40.82857142857145,0.7714285714285714,3.1714285714285495,4.0,44.0
2022-11-12,202245-242802,242802,15,Conan,Premium,10.0,0.0,9.571428571428573,6.34285714285714,0.42857142857142705,-6.34285714285714,10.0,0.0
2022-11-19,202246-242802,242802,15,Conan,Premium,22.0,0.0,21.571428571428577,7.7142857142857135,0.4285714285714235,-7.7142857142857135,22.0,0.0
